rank_test_score,mean_test_score,std_test_score,mean_train_score,std_train_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split0_train_score
1,-2.0767182236238665e+21,0.0,-0.0598778063748182,0.0,0.045211076736450195,0.0,0.001644134521484375,0.0,{},-2.0767182236238665e+21,-0.0598778063748182
